Registry Name,ID,Has Block,Class
animania:entity_egg_piglet_duroc,4121,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_duroc,4122,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hog_duroc,4123,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chick_leghorn,4124,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hen_leghorn,4125,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_rooster_leghorn,4126,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chick_orpington,4127,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hen_orpington,4128,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_rooster_orpington,4129,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chick_plymouth_rock,4130,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hen_plymouth_rock,4131,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_rooster_plymouth_rock,4132,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chick_rhode_island_red,4133,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hen_rhode_island_red,4134,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_rooster_rhode_island_red,4135,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chick_wyandotte,4136,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hen_wyandotte,4137,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_rooster_wyandotte,4138,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_angus,4139,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_angus,4140,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_angus,4141,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_friesian,4142,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_friesian,4143,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_friesian,4144,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_hereford,4145,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_hereford,4146,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_hereford,4147,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_holstein,4148,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_holstein,4149,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_holstein,4150,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_longhorn,4151,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_longhorn,4152,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_longhorn,4153,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_highland,4154,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_highland,4155,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_highland,4156,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_jersey,4157,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_jersey,4158,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_jersey,4159,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_calf_mooshroom,4160,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_cow_mooshroom,4161,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_bull_mooshroom,4162,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_alpine,4163,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_alpine,4164,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_alpine,4165,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_angora,4166,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_angora,4167,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_angora,4168,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_fainting,4169,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_fainting,4170,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_fainting,4171,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_kiko,4172,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_kiko,4173,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_kiko,4174,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_kinder,4175,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_kinder,4176,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_kinder,4177,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_nigerian_dwarf,4178,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_nigerian_dwarf,4179,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_nigerian_dwarf,4180,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_kid_pygmy,4181,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_buck_pygmy,4182,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_doe_pygmy,4183,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_friesian,4184,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_friesian,4185,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_friesian,4186,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_suffolk,4187,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_suffolk,4188,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_suffolk,4189,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_dorper,4190,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_dorper,4191,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_dorper,4192,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_dorset,4193,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_dorset,4194,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_dorset,4195,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_merino,4196,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_merino,4197,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_merino,4198,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_lamb_jacob,4199,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ewe_jacob,4200,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_ram_jacob,4201,false,com.animania.common.items.ItemEntityEgg
animania:item_cart,4202,false,com.animania.addons.farm.common.item.ItemCart
animania:item_wagon,4203,false,com.animania.addons.farm.common.item.ItemWagon
animania:item_tiller,4204,false,com.animania.addons.farm.common.item.ItemTiller
animania:carving_knife,4205,false,com.animania.addons.farm.common.item.ItemCarvingKnife
animania:salt,4206,false,com.animania.common.items.AnimaniaItem
animania:riding_crop,4207,false,com.animania.addons.farm.common.item.ItemRidingCrop
animania:milk_bottle,4208,false,com.animania.addons.farm.common.item.ItemMilkBottle
animania:brown_egg,4209,false,com.animania.addons.farm.common.item.ItemBrownEgg
animania:wheel,4210,false,com.animania.common.items.AnimaniaItem
animania:super_omelette,4211,false,com.animania.common.items.ItemAnimaniaFood
animania:truffle_omelette,4212,false,com.animania.common.items.ItemAnimaniaFood
animania:bacon_omelette,4213,false,com.animania.common.items.ItemAnimaniaFood
animania:cheese_omelette,4214,false,com.animania.common.items.ItemAnimaniaFood
animania:plain_omelette,4215,false,com.animania.common.items.ItemAnimaniaFood
animania:truffle,4216,false,com.animania.common.items.ItemAnimaniaFood
animania:truffle_soup,4217,false,com.animania.addons.farm.common.item.ItemTruffleSoup
animania:chocolate_truffle,4218,false,com.animania.common.items.ItemAnimaniaFood
animania:honey_bottle,4219,false,com.animania.addons.farm.common.item.ItemHoneyBottle
animania:raw_prime_beef,4220,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_beef,4221,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_steak,4222,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_steak,4223,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_pork,4224,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_pork,4225,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_bacon,4226,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_bacon,4227,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_chicken,4228,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_chicken,4229,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_mutton,4230,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_mutton,4231,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_horse,4232,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_horse,4233,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_chevon,4234,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_chevon,4235,false,com.animania.common.items.ItemAnimaniaFood
animania:raw_prime_chevon,4236,false,com.animania.common.items.ItemAnimaniaFoodRaw
animania:cooked_prime_chevon,4237,false,com.animania.common.items.ItemAnimaniaFood
animania:friesian_cheese_wedge,4238,false,com.animania.common.items.ItemAnimaniaFood
animania:holstein_cheese_wedge,4239,false,com.animania.common.items.ItemAnimaniaFood
animania:jersey_cheese_wedge,4240,false,com.animania.common.items.ItemAnimaniaFood
animania:goat_cheese_wedge,4241,false,com.animania.common.items.ItemAnimaniaFood
animania:sheep_cheese_wedge,4242,false,com.animania.common.items.ItemAnimaniaFood
animania:entity_egg_cow_random,4243,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_pig_random,4244,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_chicken_random,4245,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_goat_random,4246,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sheep_random,4247,false,com.animania.common.items.ItemEntityEgg
animania:friesian_cheese_wheel,4248,true,net.minecraft.item.ItemBlock
animania:holstein_cheese_wheel,4249,true,net.minecraft.item.ItemBlock
animania:jersey_cheese_wheel,4250,true,net.minecraft.item.ItemBlock
animania:goat_cheese_wheel,4251,true,net.minecraft.item.ItemBlock
animania:sheep_cheese_wheel,4252,true,net.minecraft.item.ItemBlock
animania:cheese_mold,4253,true,net.minecraft.item.ItemBlock
animania:wool,4254,true,com.animania.common.items.SubtypesItemBlock
animania:bee_hive,4255,true,net.minecraft.item.ItemBlock
animania:wild_hive,4256,true,net.minecraft.item.ItemBlock
mw:tactical_push_backpack,4385,false,com.vicmatskiv.weaponlib.ItemStorage
mw:desert_tactical_push_backpack,4386,false,com.vicmatskiv.weaponlib.ItemStorage
mw:combat_sustainment_backpack,4387,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_combat_sustainment_backpack,4388,false,com.vicmatskiv.weaponlib.ItemStorage
mw:blackhawk_stealth_backpack,4389,false,com.vicmatskiv.weaponlib.ItemStorage
mw:urban_blackhawk_stealth_backpack,4390,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_blackhawk_stealth_backpack,4391,false,com.vicmatskiv.weaponlib.ItemStorage
mw:assault_backpack,4392,false,com.vicmatskiv.weaponlib.ItemStorage
mw:urban_assault_backpack,4393,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_assault_backpack,4394,false,com.vicmatskiv.weaponlib.ItemStorage
mw:tru_spec_cordura_backpack,4395,false,com.vicmatskiv.weaponlib.ItemStorage
mw:desert_tru_spec_cordura_backpack,4396,false,com.vicmatskiv.weaponlib.ItemStorage
mw:black_tru_spec_cordura_backpack,4397,false,com.vicmatskiv.weaponlib.ItemStorage
mw:mil_spec_alice_backpack,4398,false,com.vicmatskiv.weaponlib.ItemStorage
mw:desert_mil_spec_alice_backpack,4399,false,com.vicmatskiv.weaponlib.ItemStorage
mw:urban_mil_spec_alice_backpack,4400,false,com.vicmatskiv.weaponlib.ItemStorage
mw:duffle_bag,4401,false,com.vicmatskiv.weaponlib.ItemStorage
mw:tri_zip_backpack,4402,false,com.vicmatskiv.weaponlib.ItemStorage
mw:pilgrim_backpack,4403,false,com.vicmatskiv.weaponlib.ItemStorage
mw:f4m_terminator_backpack,4404,false,com.vicmatskiv.weaponlib.ItemStorage
mw:urban_f4m_terminator_backpack,4405,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_f4m_terminator_backpack,4406,false,com.vicmatskiv.weaponlib.ItemStorage
mw:bergen_backpack,4407,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_bergen_backpack,4408,false,com.vicmatskiv.weaponlib.ItemStorage
mw:urban_bergen_backpack,4409,false,com.vicmatskiv.weaponlib.ItemStorage
mw:sso_attack_2,4410,false,com.vicmatskiv.weaponlib.ItemStorage
mw:forest_sso_attack_2,4411,false,com.vicmatskiv.weaponlib.ItemStorage
mw:g2_gunslinger2_backpack,4412,false,com.vicmatskiv.weaponlib.ItemStorage
mw:flyye_field_compact_plate_carrier,4413,false,com.vicmatskiv.weaponlib.ItemVest
mw:forest_flyye_field_compact_plate_carrier,4414,false,com.vicmatskiv.weaponlib.ItemVest
mw:black_flyye_field_compact_plate_carrier,4415,false,com.vicmatskiv.weaponlib.ItemVest
mw:flyye_molle_rrv,4416,false,com.vicmatskiv.weaponlib.ItemVest
mw:black_flyye_molle_rrv,4417,false,com.vicmatskiv.weaponlib.ItemVest
mw:urban_flyye_molle_rrv,4418,false,com.vicmatskiv.weaponlib.ItemVest
mw:force_recon_vest,4419,false,com.vicmatskiv.weaponlib.ItemVest
mw:forest_force_recon_vest,4420,false,com.vicmatskiv.weaponlib.ItemVest
mw:urban_force_recon_vest,4421,false,com.vicmatskiv.weaponlib.ItemVest
mw:black_force_recon_vest,4422,false,com.vicmatskiv.weaponlib.ItemVest
mw:umbrella_corp_vest,4423,false,com.vicmatskiv.weaponlib.ItemVest
mw:hammer_down_vest,4424,false,com.vicmatskiv.weaponlib.ItemVest
mw:hecu_vest,4425,false,com.vicmatskiv.weaponlib.ItemVest
mw:juggernaut_body_armor,4426,false,com.vicmatskiv.weaponlib.ItemVest
mw:marine_vest,4427,false,com.vicmatskiv.weaponlib.ItemVest
mw:swat_vest,4428,false,com.vicmatskiv.weaponlib.ItemVest
mw:fort_armor,4429,false,com.vicmatskiv.weaponlib.ItemVest
mw:viper_sf,4430,false,com.vicmatskiv.weaponlib.ItemVest
mw:viper_sf_green,4431,false,com.vicmatskiv.weaponlib.ItemVest
mw:viper_sf_desert,4432,false,com.vicmatskiv.weaponlib.ItemVest
mw:blackhawk_ballistic_vest,4433,false,com.vicmatskiv.weaponlib.ItemVest
mw:scar_vest,4434,false,com.vicmatskiv.weaponlib.ItemVest
mw:leadore,4435,true,net.minecraft.item.ItemBlock
mw:leadingot,4436,false,com.vicmatskiv.mw.misc.ItemLeadIngot
mw:copperore,4437,true,net.minecraft.item.ItemBlock
mw:copperingot,4438,false,com.vicmatskiv.mw.misc.ItemCopperIngot
mw:graphiteore,4439,true,net.minecraft.item.ItemBlock
mw:graphitechunk,4440,false,com.vicmatskiv.mw.misc.ItemGraphiteChunk
mw:tinore,4441,true,net.minecraft.item.ItemBlock
mw:tiningot,4442,false,com.vicmatskiv.mw.resources.ItemTinIngot
mw:sulfurore,4443,true,net.minecraft.item.ItemBlock
mw:sulfurdust,4444,false,com.vicmatskiv.mw.resources.ItemSulfurDust
mw:steeldust,4445,false,com.vicmatskiv.mw.misc.ItemSteelDust
mw:steelingot,4446,false,com.vicmatskiv.mw.misc.ItemSteelIngot
mw:gunmetalingot,4447,false,com.vicmatskiv.mw.misc.ItemGunmetalIngot
mw:gunmetalplate,4448,false,com.vicmatskiv.mw.misc.ItemGunmetalPlate
mw:gunmetalcomposite,4449,false,com.vicmatskiv.mw.misc.ItemGunmetalComposite
mw:carboncomposite,4450,false,com.vicmatskiv.mw.misc.ItemCarbonComposite
mw:carbonfiber,4451,false,com.vicmatskiv.mw.misc.ItemCarbonFiber
mw:syntheticpolymercomposite,4452,false,com.vicmatskiv.mw.misc.ItemSyntheticPolymerComposite
mw:syntheticplastic,4453,false,com.vicmatskiv.mw.misc.ItemSyntheticPlastic
mw:plasticplate,4454,false,com.vicmatskiv.mw.misc.ItemPlasticPlate
mw:santa_helmet,4455,false,com.vicmatskiv.weaponlib.CustomArmor
mw:santa_chest,4456,false,com.vicmatskiv.weaponlib.CustomArmor
mw:santa_boots,4457,false,com.vicmatskiv.weaponlib.CustomArmor
mw:nazisanta_helmet,4458,false,com.vicmatskiv.weaponlib.CustomArmor
mw:nazisanta_chest,4459,false,com.vicmatskiv.weaponlib.CustomArmor
mw:nazisanta_boots,4460,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spec_ops_helmet,4461,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spec_ops_chest,4462,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spec_ops_boots,4463,false,com.vicmatskiv.weaponlib.CustomArmor
mw:hecu_helmet,4464,false,com.vicmatskiv.weaponlib.CustomArmor
mw:hecu_chest,4465,false,com.vicmatskiv.weaponlib.CustomArmor
mw:hecu_boots,4466,false,com.vicmatskiv.weaponlib.CustomArmor
mw:juggernaut_helmet,4467,false,com.vicmatskiv.weaponlib.CustomArmor
mw:juggernaut_chest,4468,false,com.vicmatskiv.weaponlib.CustomArmor
mw:juggernaut_boots,4469,false,com.vicmatskiv.weaponlib.CustomArmor
mw:merc_helmet,4470,false,com.vicmatskiv.weaponlib.CustomArmor
mw:merc_chest,4471,false,com.vicmatskiv.weaponlib.CustomArmor
mw:merc_boots,4472,false,com.vicmatskiv.weaponlib.CustomArmor
mw:stars_chest,4473,false,com.vicmatskiv.weaponlib.CustomArmor
mw:stars_boots,4474,false,com.vicmatskiv.weaponlib.CustomArmor
mw:marine_helmet,4475,false,com.vicmatskiv.weaponlib.CustomArmor
mw:marine_chest,4476,false,com.vicmatskiv.weaponlib.CustomArmor
mw:marine_boots,4477,false,com.vicmatskiv.weaponlib.CustomArmor
mw:ncr_helmet,4478,false,com.vicmatskiv.weaponlib.CustomArmor
mw:ncr_chest,4479,false,com.vicmatskiv.weaponlib.CustomArmor
mw:ncr_boots,4480,false,com.vicmatskiv.weaponlib.CustomArmor
mw:t60_helmet,4481,false,com.vicmatskiv.weaponlib.CustomArmor
mw:t60_chest,4482,false,com.vicmatskiv.weaponlib.CustomArmor
mw:t60_boots,4483,false,com.vicmatskiv.weaponlib.CustomArmor
mw:doom_helmet,4484,false,com.vicmatskiv.weaponlib.CustomArmor
mw:doom_chest,4485,false,com.vicmatskiv.weaponlib.CustomArmor
mw:doom_boots,4486,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spetznaz_helmet,4487,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spetznaz_chest,4488,false,com.vicmatskiv.weaponlib.CustomArmor
mw:spetznaz_boots,4489,false,com.vicmatskiv.weaponlib.CustomArmor
mw:swat_helmet,4490,false,com.vicmatskiv.weaponlib.CustomArmor
mw:swat_chest,4491,false,com.vicmatskiv.weaponlib.CustomArmor
mw:swat_boots,4492,false,com.vicmatskiv.weaponlib.CustomArmor
mw:tactical_helmet,4493,false,com.vicmatskiv.weaponlib.CustomArmor
mw:m40gasmask_helmet,4494,false,com.vicmatskiv.weaponlib.CustomArmor
mw:umbrella_helmet,4495,false,com.vicmatskiv.weaponlib.CustomArmor
mw:umbrella_chest,4496,false,com.vicmatskiv.weaponlib.CustomArmor
mw:umbrella_boots,4497,false,com.vicmatskiv.weaponlib.CustomArmor
mw:astronaut_helmet,4498,false,com.vicmatskiv.weaponlib.CustomArmor
mw:astronaut_chest,4499,false,com.vicmatskiv.weaponlib.CustomArmor
mw:astronaut_boots,4500,false,com.vicmatskiv.weaponlib.CustomArmor
mw:scar_helmet,4501,false,com.vicmatskiv.weaponlib.CustomArmor
mw:scar_chest,4502,false,com.vicmatskiv.weaponlib.CustomArmor
mw:scar_boots,4503,false,com.vicmatskiv.weaponlib.CustomArmor
mw:kcpd_chest,4504,false,com.vicmatskiv.weaponlib.CustomArmor
mw:kcpd_boots,4505,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvi_main_helmet,4506,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvi_main_chest,4507,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvi_main_boots,4508,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvidefault_helmet,4509,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvidefault_chest,4510,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvidefault_boots,4511,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkviblue_helmet,4512,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkviblue_chest,4513,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkviblue_boots,4514,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvired_helmet,4515,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvired_chest,4516,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkvired_boots,4517,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_helmet,4518,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_chest,4519,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_boots,4520,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_helmet,4521,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_chest,4522,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_boots,4523,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_helmet,4524,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_chest,4525,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_boots,4526,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_helmet,4527,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_chest,4528,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_boots,4529,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_odst_helmet,4530,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_odst_chest,4531,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_default_odst_boots,4532,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_odst_helmet,4533,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_odst_chest,4534,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_green_odst_boots,4535,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_odst_helmet,4536,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_odst_chest,4537,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_blue_odst_boots,4538,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_odst_helmet,4539,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_odst_chest,4540,false,com.vicmatskiv.weaponlib.CustomArmor
mw:mkv_red_odst_boots,4541,false,com.vicmatskiv.weaponlib.CustomArmor
mw:fabdefensemount,4542,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:p90swordfish,4543,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:p90defaultkit,4544,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:p90terminator,4545,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:scarhandguard,4546,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:krissvectorhandguard,4547,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:krissvectorswordfish,4548,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:krissvector556handguard,4549,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:acrhandguard,4550,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m60handguard,4551,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m60e4guard,4552,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m249handguard,4553,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:stonerhandguard,4554,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:auga1,4555,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:auga2handguard,4556,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:auga3handguard,4557,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:ef88handguard,4558,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:augdefaultkit,4559,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:augparaconversion,4560,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:auga3extguard,4561,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:scarstock,4562,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:scarhstock,4563,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:vectorstock,4564,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:acrstock,4565,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m1014stock,4566,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m4benellistock,4567,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:spas12stock,4568,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m249stock,4569,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:utgtrirailhandguard,4570,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mimp5mhandguard,4571,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mimp5trrail,4572,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mimp5mrail,4573,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:shotgunrail,4574,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:kar98krail,4575,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m60rail,4576,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:railriser,4577,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m1911slide,4578,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m1911body,4579,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m191144magslide,4580,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m191144magbody,4581,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m9a1slide,4582,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:m9a1body,4583,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:samuraiedgeslide,4584,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:samuraiedgebody,4585,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:samuraiedgeawbody,4586,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:samuraiedgealbertext,4587,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:deserteagleslide,4588,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:deserteaglebody,4589,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:deserteaglelongbody,4590,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mp5a5handguard,4591,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mp5sdhandguard,4592,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mp5hoguegrip,4593,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:glockhoguegrip,4594,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:glockhoguegriptan,4595,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mp5a3stock,4596,false,com.vicmatskiv.weaponlib.ItemAttachment
mw:mp5a4stock,4597,false,com.vicmatskiv.weaponlib.ItemAttachment
